age,league,season,position,Current Club,nationality,minutes_played_overall,appearances_overall,penalty_goals,penalty_misses,clean_sheets_overall,goals_involved_per_90_overall,assists_per_90_overall,goals_per_90_overall,goals_per_90_away,conceded_per_90_overall,cards_per_90_overall,passes_per_90_overall,passes_completed_per_90_overall,tackles_per_90_overall,shots_per_90_overall,shots_on_target_per_90_overall,shots_off_target_per_90_overall,interceptions_per_90_overall,key_passes_per_90_overall,dribbles_per_90_overall,dribbles_successful_per_90_overall,saves_per_90_overall,shots_faced_per_90_overall,dribbled_past_per_90_overall,blocks_per_90_overall,clearances_per_90_overall,hit_woodwork_per_90_overall,punches_per_90_overall,offsides_per_90_overall,xa_per_90_overall,npxg_per_90_overall,fouls_drawn_per_90_overall,fouls_committed_per_90_overall,xg_per_90_overall,aerial_duels_won_per_90_overall,duels_per_90_overall,duels_won_per_90_overall,dispossesed_per_90_overall,accurate_crosses_per_90_overall,rank_in_league_top_attackers,rank_in_league_top_midfielders,rank_in_league_top_defenders,rank_in_club_top_scorer,average_rating_overall,crosses_per_game_overall,dispossesed_per_game_overall,saves_per_game_overall,shots_per_goal_scored_overall,shots_off_target_per_game_overall,dribbles_successful_percentage_overall,save_percentage_overall,pass_completion_rate_overall,shot_accuraccy_percentage_overall,inside_box_saves_total_overall,penalties_won_total_overall,shot_conversion_rate_overall,duels_won_per_game_overall,duels_won_percentage_overall,cross_completion_rate_overall,hattricks_total_overall,two_goals_in_a_game_total_overall,three_goals_in_a_game_total_overall,annual_salary_eur,market_value_in_eur,Position_NEW
25,Liga NOS,2022/2023,Forward,GD Estoril Praia,Portugal,1387.0,30.0,0.0,0.0,8.0,0.19,0.0,0.19,0.12,1.17,0.13,20.6,15.42,0.97,1.75,0.78,0.97,0.26,0.52,2.53,1.36,0.0,0.0,0.84,0.06,0.58,0.0,0.0,0.52,0.09,0.18,2.85,2.27,0.18,0.45,12.25,5.64,1.1,0.06,99.0,353.0,-1.0,3.0,6.64,1.13,0.57,0.0,9.0,0.5,53.85,0.0,74.84,44.44,0.0,0.0,11.11,2.9,46.03,2.94,0.0,0.0,0.0,160000.0,500000.0,Attacking Midfielders
41,Serie A,2020/2021,Forward,Bologna,Argentina,2506.0,36.0,0.0,0.0,5.0,0.36,0.18,0.18,0.07,1.9,0.18,31.87,25.29,0.47,1.54,0.83,0.72,0.29,1.44,2.48,1.26,0.0,0.0,0.5,0.0,1.01,0.07,0.0,1.11,0.21,0.17,2.59,1.4,0.17,1.26,12.4,5.5,1.65,0.36,121.0,84.0,-1.0,5.0,6.87,2.0,1.28,0.0,8.6,0.56,50.72,0.0,79.37,53.49,0.0,1.0,11.63,4.25,44.35,13.89,1.0,1.0,1.0,0.0,400000.0,Strikers - Goalscorers
32,Liga NOS,2020/2021,Forward,CS Marítimo,Brazil,1237.0,18.0,1.0,1.0,4.0,0.65,0.0,0.65,0.78,1.53,0.36,12.53,7.94,0.73,2.48,1.31,1.17,0.29,0.36,2.19,1.17,0.0,0.0,0.44,0.07,0.87,0.07,0.0,0.29,0.03,0.41,1.75,1.82,0.51,1.68,11.73,5.03,1.31,0.0,7.0,375.0,-1.0,2.0,6.99,0.17,1.0,0.0,3.78,0.89,53.33,0.0,63.37,52.94,0.0,1.0,26.47,3.83,42.86,0.0,0.0,3.0,0.0,0.0,2500000.0,Strikers
23,La Liga,2022/2023,Forward,Girona FC,Spain,2189.0,34.0,0.0,0.0,3.0,0.33,0.16,0.16,0.16,1.56,0.04,25.53,19.51,0.82,1.97,0.9,1.07,0.49,1.39,5.41,2.3,0.0,0.0,0.94,0.0,0.16,0.08,0.0,0.2,0.19,0.17,1.48,1.11,0.17,0.37,11.56,4.96,1.07,0.7,120.0,84.0,-1.0,3.0,6.74,2.29,0.76,0.0,12.0,0.76,42.42,0.0,76.4,45.83,0.0,0.0,8.33,3.56,42.91,21.79,0.0,0.0,0.0,160000.0,16250000.0,Attacking Midfielders
24,Bundesliga,2022/2023,Midfielder,Schalke 04,Uruguay,1327.0,22.0,0.0,0.0,5.0,0.47,0.41,0.07,0.0,1.49,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,203.0,10.0,-1.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5000000.0,Young High Performers
22,La Liga,2020/2021,Forward,Real Madrid,Brazil,978.0,22.0,0.0,0.0,11.0,0.64,0.55,0.09,0.15,0.37,0.0,35.71,29.72,1.47,1.38,0.46,0.92,0.74,1.75,3.59,1.56,0.0,0.0,1.29,0.0,0.09,0.09,0.0,0.09,0.44,0.1,2.12,1.38,0.1,0.46,12.98,5.61,1.38,0.37,175.0,1.0,-1.0,15.0,6.89,1.09,0.68,0.0,15.0,0.45,43.59,0.0,83.25,33.33,0.0,0.0,6.67,2.77,43.26,16.67,0.0,0.0,0.0,0.0,40000000.0,Attacking Midfielders
22,La Liga,2021/2022,Forward,Real Madrid,Brazil,1526.0,33.0,0.0,0.0,15.0,0.47,0.24,0.24,0.11,0.77,0.18,37.04,31.89,1.07,1.6,0.89,0.71,0.65,1.66,3.37,1.54,0.0,0.0,0.89,0.0,0.18,0.0,0.0,0.77,0.27,0.2,1.72,1.18,0.2,0.83,11.24,5.15,0.89,0.47,80.0,34.0,-1.0,4.0,6.48,1.24,0.45,0.0,6.75,0.36,45.61,0.0,86.1,55.56,0.0,3.0,14.81,2.64,45.79,19.51,0.0,1.0,0.0,0.0,70000000.0,Wingers
23,La Liga,2022/2023,Forward,Real Madrid,Brazil,2380.0,34.0,1.0,0.0,12.0,0.64,0.3,0.34,0.24,0.98,0.15,37.93,34.07,0.72,2.72,1.21,1.51,0.26,1.78,5.11,2.76,0.0,0.0,0.64,0.0,0.15,0.15,0.0,0.38,0.31,0.28,1.89,0.68,0.3,0.53,11.72,5.9,1.32,0.23,41.0,16.0,-1.0,4.0,7.15,0.65,1.03,0.0,8.0,1.18,54.07,0.0,89.83,44.44,0.0,2.0,12.5,4.59,50.32,27.27,0.0,1.0,0.0,7500000.0,100000000.0,Wingers
32,Eredivisie,2021/2022,Defender,Fortuna Sittard,Netherlands,1304.0,17.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,2.21,0.41,53.42,43.34,2.0,0.14,0.07,0.07,2.35,0.14,0.07,0.0,0.0,0.0,0.62,1.04,4.69,0.0,0.0,0.07,0.1,0.01,0.97,1.45,0.01,1.31,7.87,4.28,0.07,0.0,284.0,279.0,143.0,25.0,6.75,0.0,0.06,0.0,0.0,0.06,0.0,0.0,81.14,50.0,0.0,0.0,0.0,3.65,54.39,0.0,0.0,0.0,0.0,0.0,300000.0,Central Defenders
32,La Liga,2020/2021,Forward,Levante UD,Spain,2209.0,33.0,2.0,2.0,3.0,0.65,0.16,0.49,0.36,1.55,0.16,20.42,14.39,0.45,1.63,0.94,0.69,0.16,0.73,0.77,0.57,0.0,0.0,0.69,0.08,0.24,0.0,0.0,0.57,0.15,0.26,1.02,1.75,0.37,0.82,8.19,2.85,1.06,0.12,15.0,93.0,-1.0,2.0,6.97,0.39,0.79,0.0,3.33,0.52,73.68,0.0,70.46,57.5,0.0,0.0,30.0,2.12,34.83,23.08,0.0,1.0,0.0,0.0,8400000.0,Wingers
32,La Liga,2021/2022,Forward,Levante UD,Spain,2124.0,29.0,1.0,2.0,6.0,0.42,0.13,0.3,0.26,1.69,0.34,19.03,13.26,0.97,1.82,0.85,0.97,0.08,0.97,1.1,0.55,0.0,0.0,0.93,0.0,0.34,0.08,0.0,0.51,0.14,0.16,1.19,2.63,0.25,1.31,11.23,3.94,0.97,0.04,57.0,114.0,-1.0,3.0,6.78,0.34,0.79,0.0,6.14,0.79,50.0,0.0,69.71,46.51,0.0,1.0,16.28,3.21,35.09,10.0,0.0,0.0,0.0,0.0,4125000.0,Wingers
33,La Liga,2022/2023,Forward,Cádiz,Spain,1298.0,26.0,0.0,0.0,7.0,0.14,0.07,0.07,0.14,1.39,0.21,18.98,14.2,0.76,0.97,0.35,0.62,0.28,0.97,0.83,0.48,0.0,0.0,0.76,0.0,0.97,0.14,0.0,0.83,0.1,0.08,1.8,2.91,0.08,1.04,11.85,4.09,1.39,0.21,206.0,201.0,-1.0,10.0,6.57,0.19,0.77,0.0,14.0,0.35,58.33,0.0,74.82,35.71,0.0,0.0,7.14,2.27,34.5,60.0,0.0,0.0,0.0,1170000.0,2000000.0,Wingers
26,Bundesliga,2021/2022,Midfielder,Freiburg,Hungary,1557.0,31.0,0.0,0.0,9.0,0.46,0.23,0.23,0.12,1.33,0.06,24.12,16.95,1.27,1.91,0.58,1.33,0.64,1.04,2.26,0.93,0.0,0.0,0.93,0.0,0.64,0.06,0.0,0.23,0.21,0.2,2.43,1.68,0.2,1.21,12.38,5.84,0.98,0.75,91.0,61.0,-1.0,6.0,6.88,1.87,0.55,0.0,8.25,0.74,41.03,0.0,70.26,30.3,0.0,1.0,12.12,3.26,47.2,22.41,0.0,1.0,0.0,0.0,11333333.333333334,Wingers
26,Bundesliga,2022/2023,Midfielder,Freiburg,Hungary,1001.0,19.0,0.0,0.0,8.0,0.36,0.27,0.09,0.16,1.26,0.54,26.89,20.14,0.92,2.13,0.92,1.2,0.18,1.48,1.76,0.92,0.0,0.0,0.46,0.09,1.02,0.0,0.0,0.28,0.26,0.13,2.77,2.68,0.13,2.03,12.94,6.65,0.83,1.02,188.0,44.0,-1.0,12.0,6.47,1.78,0.5,0.0,23.0,0.72,52.63,0.0,74.91,43.48,0.0,2.0,4.35,4.0,51.43,34.38,0.0,0.0,0.0,598000.0,11000000.0,Attacking Midfielders
38,Liga NOS,2020/2021,Defender,Sporting Braga,Portugal,517.0,10.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.7,0.0,66.2,58.9,0.87,0.0,0.0,0.0,1.74,0.0,0.0,0.0,0.0,0.0,1.04,0.17,1.74,0.0,0.0,0.0,0.12,0.0,0.0,1.22,0.0,1.56,6.08,2.43,0.17,0.0,294.0,293.0,18.0,25.0,6.06,0.0,0.1,0.0,0.0,0.0,0.0,0.0,88.98,0.0,0.0,0.0,0.0,1.4,40.0,0.0,0.0,0.0,0.0,0.0,266666.6666666667,Central Defenders
26,Serie A,2020/2021,Midfielder,Torino,Italy,1919.0,27.0,0.0,0.0,7.0,0.19,0.05,0.14,0.18,1.64,0.23,40.01,33.11,1.27,1.41,0.52,0.89,1.22,0.94,0.98,0.61,0.0,0.0,1.41,0.23,1.03,0.09,0.0,0.05,0.12,0.14,1.59,1.74,0.14,0.75,8.58,4.17,0.52,0.38,146.0,239.0,-1.0,5.0,6.8,1.56,0.41,0.0,10.0,0.7,61.9,0.0,82.77,36.67,0.0,0.0,10.0,3.3,48.63,19.05,0.0,0.0,0.0,0.0,14000000.0,Defensive Midfielders / Wing Backs
26,Serie A,2021/2022,Midfielder,Torino,Italy,1319.0,21.0,0.0,0.0,6.0,0.14,0.14,0.0,0.0,0.55,0.48,48.95,42.27,1.43,1.36,0.34,1.02,0.68,2.11,0.41,0.2,0.0,0.0,0.61,0.27,0.89,0.07,0.0,0.07,0.25,0.06,1.5,1.7,0.06,1.09,8.66,4.23,0.61,1.7,337.0,118.0,-1.0,24.0,6.96,2.24,0.43,0.0,0.0,0.71,50.0,0.0,86.35,25.0,0.0,0.0,0.0,2.95,48.82,53.19,0.0,0.0,0.0,0.0,9500000.0,Central Midfielders
26,Serie A,2022/2023,Midfielder,Fiorentina,Italy,1953.0,29.0,0.0,0.0,8.0,0.28,0.18,0.09,0.08,0.92,0.37,41.34,34.93,1.89,1.06,0.23,0.83,0.65,1.47,0.65,0.23,0.0,0.0,1.24,0.14,0.92,0.05,0.0,0.05,0.23,0.09,0.83,1.43,0.09,1.61,8.94,4.56,0.37,1.06,183.0,72.0,-1.0,8.0,6.99,2.48,0.28,0.0,11.5,0.62,35.71,0.0,84.5,21.74,0.0,0.0,8.7,3.41,51.03,31.94,0.0,0.0,0.0,2810600.0,9250000.0,Attacking Midfielders
26,Ligue 1,2021/2022,Midfielder,Nantes,France,566.0,17.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,1.27,0.16,41.82,34.66,1.91,0.8,0.16,0.64,0.95,1.11,2.7,2.39,0.0,0.0,2.7,0.0,0.48,0.32,0.0,0.16,0.1,0.03,0.8,1.27,0.03,0.95,12.24,6.04,1.11,0.48,364.0,364.0,-1.0,24.0,5.89,0.35,0.41,0.0,0.0,0.24,88.24,0.0,82.89,20.0,0.0,0.0,0.0,2.24,49.35,50.0,0.0,0.0,0.0,0.0,600000.0,Central Midfielders
27,Ligue 1,2021/2022,Midfielder,Brest,France,1009.0,22.0,0.0,0.0,6.0,0.54,0.54,0.0,0.0,1.25,0.27,35.21,26.99,2.59,0.71,0.18,0.54,0.71,1.43,4.2,1.97,0.0,0.0,1.7,0.0,0.18,0.0,0.0,0.0,0.44,0.03,2.06,1.43,0.03,0.36,15.73,6.97,2.23,1.34,332.0,4.0,-1.0,10.0,6.37,2.09,1.14,0.0,0.0,0.27,46.81,0.0,76.65,25.0,0.0,1.0,0.0,3.55,44.32,32.61,0.0,0.0,0.0,0.0,3000000.0,Attacking Midfielders
27,Ligue 1,2022/2023,Midfielder,Brest,France,1428.0,26.0,5.0,0.0,6.0,0.76,0.38,0.38,0.67,1.39,0.13,33.91,24.77,2.52,1.64,1.01,0.63,0.69,2.21,3.78,1.7,0.0,0.0,1.01,0.06,0.25,0.06,0.0,0.06,0.36,0.09,1.58,1.2,0.31,1.07,14.5,6.87,1.89,2.08,39.0,6.0,-1.0,3.0,6.84,3.81,1.11,0.0,4.33,0.37,45.0,0.0,73.05,61.54,0.0,1.0,23.08,4.04,47.39,32.04,0.0,0.0,0.0,465000.0,5000000.0,Strikers
25,Ligue 1,2021/2022,Midfielder,Olympique Lyonnais,France,2687.0,35.0,5.0,0.0,6.0,0.5,0.17,0.33,0.36,1.24,0.03,42.5,36.17,1.34,1.31,0.8,0.5,0.54,2.18,4.39,2.18,0.0,0.0,0.9,0.0,0.37,0.03,0.0,0.07,0.27,0.12,1.47,0.97,0.24,0.27,11.19,5.26,1.44,2.11,57.0,83.0,-1.0,3.0,7.17,5.03,1.23,0.0,3.9,0.43,49.62,0.0,85.11,61.54,0.0,0.0,25.64,4.49,47.01,35.8,0.0,1.0,0.0,0.0,12333333.333333334,Strikers
25,Ligue 1,2022/2023,Midfielder,Lorient,France,1548.0,26.0,0.0,0.0,6.0,0.52,0.23,0.29,0.16,1.16,0.0,38.8,34.1,1.18,1.23,0.94,0.29,0.0,1.29,5.53,3.12,0.0,0.0,1.35,0.0,0.12,0.0,0.0,0.06,0.29,0.23,2.29,1.12,0.23,0.12,13.05,6.7,0.88,0.82,58.0,38.0,-1.0,3.0,6.98,1.72,0.6,0.0,4.2,0.2,56.38,0.0,87.88,76.19,0.0,1.0,23.81,4.56,51.35,32.56,0.0,1.0,0.0,1080000.0,12000000.0,Attacking Midfielders
36,Ligue 1,2021/2022,Forward,Saint-Étienne,France,880.0,22.0,0.0,0.0,1.0,0.31,0.1,0.2,0.22,1.53,0.2,26.57,20.58,1.0,2.0,0.7,1.3,0.4,1.4,3.4,1.2,0.0,0.0,1.1,0.0,0.0,0.0,0.0,0.8,0.15,0.19,1.2,2.3,0.19,0.4,11.49,3.8,1.3,0.7,105.0,155.0,-1.0,6.0,6.61,1.91,0.59,0.0,10.0,0.59,35.29,0.0,77.44,35.0,0.0,0.0,10.0,1.73,33.04,16.67,0.0,0.0,0.0,0.0,800000.0,Attacking Midfielders
36,Ligue 1,2022/2023,Forward,Ajaccio,France,1087.0,19.0,0.0,0.0,3.0,0.33,0.17,0.17,0.34,1.99,0.41,24.82,20.35,0.66,0.99,0.5,0.5,0.17,1.08,3.06,1.24,0.0,0.0,0.25,0.0,0.08,0.0,0.0,0.33,0.18,0.14,1.24,1.49,0.14,0.99,10.17,4.05,1.16,0.99,119.0,67.0,-1.0,3.0,6.67,2.89,0.74,0.0,6.0,0.32,40.54,0.0,82.0,50.0,0.0,2.0,16.67,2.58,39.84,21.82,0.0,0.0,0.0,420000.0,400000.0,Wingers
26,Premier League,2021/2022,Defender,Southampton,France,1625.0,20.0,0.0,0.0,4.0,0.06,0.06,0.0,0.0,1.72,0.17,29.58,20.88,1.88,0.78,0.17,0.61,0.94,0.44,1.0,0.44,0.0,0.0,0.72,0.33,2.1,0.11,0.0,0.0,0.09,0.03,0.89,1.72,0.03,0.89,8.86,4.1,0.5,0.33,334.0,215.0,141.0,24.0,6.65,3.45,0.45,0.0,0.0,0.55,44.44,0.0,70.6,21.43,0.0,0.0,0.0,3.7,46.25,8.7,0.0,0.0,0.0,0.0,9000000.0,Central Midfielders
26,Premier League,2022/2023,Defender,Southampton,France,1838.0,29.0,0.0,0.0,3.0,0.2,0.1,0.1,0.0,1.57,0.2,31.68,23.94,2.45,0.64,0.29,0.34,0.98,0.73,1.57,0.44,0.0,0.0,1.03,0.29,1.62,0.0,0.0,0.15,0.13,0.08,0.83,1.52,0.08,0.69,9.99,4.41,0.83,0.59,175.0,147.0,130.0,7.0,6.57,2.66,0.59,0.0,6.5,0.24,28.12,0.0,75.58,46.15,0.0,0.0,15.38,3.1,44.12,15.58,0.0,0.0,0.0,2340684.0,11000000.0,Defensive Midfielders / Wing Backs
33,Premier League,2021/2022,Defender,Wolverhampton Wanderers,Morocco,2709.0,31.0,0.0,0.0,11.0,0.07,0.0,0.07,0.13,0.86,0.2,58.95,47.26,1.3,0.6,0.2,0.4,1.93,0.23,0.33,0.23,0.0,0.0,0.46,0.7,4.95,0.07,0.0,0.1,0.09,0.06,0.5,1.0,0.06,2.42,7.7,4.42,0.17,0.0,209.0,411.0,29.0,8.0,7.05,0.29,0.16,0.0,9.0,0.39,70.0,0.0,80.17,33.33,0.0,0.0,11.11,4.29,57.33,0.0,0.0,0.0,0.0,0.0,7250000.0,Central Defenders
35,Ligue 1,2021/2022,Defender,Angers SCO,France,2566.0,30.0,0.0,0.0,7.0,0.07,0.0,0.07,0.15,1.3,0.35,59.59,51.42,1.75,0.42,0.18,0.25,1.54,0.07,0.11,0.07,0.0,0.0,0.95,0.7,4.35,0.0,0.0,0.0,0.12,0.06,0.67,1.33,0.06,2.39,8.59,4.84,0.18,0.0,205.0,402.0,103.0,9.0,6.95,0.0,0.17,0.0,6.0,0.23,66.67,0.0,86.29,41.67,0.0,0.0,16.67,4.6,56.33,0.0,0.0,0.0,0.0,0.0,800000.0,Central Defenders
27,Liga NOS,2021/2022,Forward,Benfica,Ukraine,1071.0,23.0,0.0,0.0,8.0,0.76,0.25,0.5,0.68,0.76,0.17,17.21,14.1,0.42,1.68,1.09,0.59,0.0,1.26,0.84,0.59,0.0,0.0,0.17,0.0,0.42,0.0,0.0,1.18,0.22,0.38,0.92,1.01,0.38,0.84,7.64,2.77,1.6,0.0,24.0,26.0,-1.0,4.0,6.89,0.3,0.83,0.0,3.33,0.3,70.0,0.0,81.95,65.0,0.0,0.0,30.0,1.43,36.26,0.0,0.0,1.0,0.0,0.0,14333333.333333334,Strikers
20,Eredivisie,2021/2022,Forward,Groningen,Netherlands,682.0,32.0,0.0,0.0,2.0,0.66,0.13,0.53,0.28,1.58,0.26,12.4,8.45,0.92,2.24,1.58,0.66,0.0,0.92,1.32,0.4,0.0,0.0,0.79,0.13,0.13,0.13,0.0,0.13,0.13,0.42,1.19,0.79,0.42,1.32,13.06,3.83,1.98,0.26,16.0,113.0,-1.0,4.0,6.44,0.34,0.47,0.0,4.25,0.16,30.0,0.0,68.09,70.59,0.0,0.0,23.53,0.91,29.29,18.18,0.0,1.0,0.0,0.0,387500.0,Wingers
24,Bundesliga,2022/2023,Midfielder,Werder Bremen,Austria,1519.0,27.0,0.0,0.0,3.0,0.24,0.18,0.06,0.0,1.66,0.18,41.35,31.93,1.52,0.61,0.18,0.43,0.24,1.4,2.61,1.03,0.0,0.0,0.67,0.18,0.67,0.0,0.0,0.12,0.23,0.06,1.4,0.97,0.06,1.03,11.43,4.99,1.34,0.18,210.0,87.0,-1.0,11.0,6.73,0.76,0.88,0.0,10.0,0.28,39.53,0.0,77.21,30.0,0.0,0.0,10.0,3.28,43.62,15.79,0.0,0.0,0.0,281060.0,5500000.0,Attacking Midfielders
22,Eredivisie,2021/2022,Forward,Vitesse,France,411.0,14.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.97,0.0,32.39,23.78,3.08,0.0,0.0,0.0,0.82,0.82,1.85,0.62,0.0,0.0,1.23,0.41,1.44,0.0,0.0,0.21,0.09,0.0,1.44,1.44,0.0,1.23,11.69,6.36,0.82,0.41,326.0,325.0,-1.0,19.0,5.63,0.79,0.29,0.0,0.0,0.0,33.33,0.0,73.42,0.0,0.0,0.0,0.0,2.21,54.39,18.18,0.0,0.0,0.0,0.0,216666.66666666663,Central Midfielders
30,Premier League,2021/2022,Forward,Chelsea,Belgium,1584.0,26.0,1.0,0.0,9.0,0.45,0.0,0.45,0.33,0.74,0.06,17.71,12.91,0.11,1.56,0.84,0.73,0.0,1.34,1.45,0.73,0.0,0.0,0.22,0.06,1.12,0.11,0.0,0.78,0.07,0.3,0.67,0.45,0.34,2.79,9.78,4.3,1.4,0.0,22.0,295.0,-1.0,2.0,6.78,0.27,0.96,0.0,3.5,0.5,50.0,0.0,72.87,53.57,0.0,3.0,28.57,2.96,44.0,0.0,0.0,2.0,0.0,0.0,70000000.0,Wingers
30,Serie A,2020/2021,Forward,Inter Milan,Belgium,2887.0,36.0,6.0,0.0,14.0,1.09,0.34,0.75,0.49,0.87,0.12,22.94,16.64,0.34,2.4,1.5,0.9,0.09,1.65,2.9,1.65,0.0,0.0,0.25,0.0,1.06,0.19,0.0,0.59,0.29,0.45,1.5,1.06,0.58,1.4,10.6,4.89,1.53,0.16,5.0,16.0,-1.0,1.0,7.36,0.53,1.36,0.0,3.21,0.81,56.99,0.0,72.55,62.34,0.0,0.0,31.17,4.36,46.18,26.32,0.0,4.0,0.0,0.0,100000000.0,Strikers
30,Serie A,2022/2023,Forward,Inter Milan,Belgium,1662.0,25.0,2.0,0.0,9.0,0.87,0.32,0.54,0.62,0.76,0.05,20.29,14.56,0.16,2.33,1.19,1.14,0.0,1.79,1.52,0.81,0.0,0.0,0.11,0.05,0.87,0.11,0.0,0.7,0.29,0.31,0.32,0.81,0.42,2.11,8.44,3.41,1.52,0.16,13.0,16.0,-1.0,2.0,7.13,1.0,1.12,0.0,4.3,0.84,53.57,0.0,71.73,51.16,0.0,0.0,23.26,2.52,40.38,12.0,0.0,2.0,0.0,20930000.0,38333333.333333336,Strikers
26,Ligue 1,2021/2022,Midfielder,Troyes,Mali,2977.0,34.0,0.0,0.0,8.0,0.09,0.06,0.03,0.0,1.36,0.15,46.78,41.25,1.42,0.91,0.33,0.57,1.36,0.64,2.81,1.97,0.0,0.0,1.15,0.15,0.64,0.03,0.0,0.03,0.13,0.05,2.0,1.3,0.05,0.51,10.83,5.9,0.97,0.09,268.0,216.0,-1.0,10.0,6.96,0.21,0.94,0.0,30.0,0.56,69.89,0.0,88.17,36.67,0.0,0.0,3.33,5.74,54.47,42.86,0.0,0.0,0.0,0.0,4500000.0,Attacking Midfielders
27,Ligue 1,2022/2023,Midfielder,Troyes,Mali,2669.0,32.0,0.0,0.0,1.0,0.07,0.03,0.03,0.0,1.99,0.3,46.87,41.75,1.52,0.61,0.2,0.4,1.58,0.78,1.99,1.52,0.0,0.0,0.78,0.37,1.52,0.0,0.0,0.0,0.15,0.04,1.62,1.75,0.04,0.78,9.81,5.4,0.81,0.07,254.0,246.0,-1.0,11.0,6.95,0.16,0.75,0.0,18.0,0.38,76.27,0.0,89.06,33.33,0.0,0.0,5.56,5.0,54.98,40.0,0.0,0.0,0.0,140000.0,3666666.6666666665,Defensive Midfielders / Wing Backs
24,Liga NOS,2022/2023,Midfielder,Casa Pia,Portugal,937.0,18.0,0.0,0.0,5.0,0.1,0.1,0.0,0.0,1.15,0.29,27.21,22.6,1.83,0.87,0.1,0.77,0.96,1.06,2.98,1.44,0.0,0.0,0.96,0.1,0.38,0.0,0.0,0.29,0.14,0.02,1.73,1.15,0.02,0.58,12.98,5.48,2.31,0.1,270.0,129.0,-1.0,18.0,6.66,0.22,1.33,0.0,0.0,0.44,48.39,0.0,83.04,11.11,0.0,0.0,0.0,3.17,42.22,25.0,0.0,0.0,0.0,79130.0,1500000.0,Central Midfielders
20,Premier League,2022/2023,Midfielder,Southampton,Belgium,2230.0,28.0,0.0,0.0,3.0,0.04,0.0,0.04,0.0,1.94,0.36,39.15,33.6,2.27,0.25,0.13,0.13,1.3,0.67,1.64,1.05,0.0,0.0,1.14,0.42,1.01,0.0,0.0,0.0,0.09,0.03,2.02,1.14,0.03,0.25,9.8,5.59,1.09,0.04,233.0,378.0,-1.0,10.0,6.81,0.07,0.93,0.0,6.0,0.11,64.1,0.0,85.82,50.0,0.0,1.0,16.67,4.75,57.08,50.0,0.0,0.0,0.0,2265513.0,44000000.0,Defensive Midfielders / Wing Backs
24,La Liga,2020/2021,Defender,FC Barcelona,Uruguay,1507.0,24.0,0.0,0.0,9.0,0.18,0.06,0.12,0.0,0.9,0.18,63.56,58.43,1.37,0.6,0.24,0.36,1.19,0.18,0.48,0.48,0.0,0.0,0.0,0.42,2.57,0.0,0.0,0.12,0.17,0.09,1.01,0.72,0.09,3.04,8.06,5.91,0.12,0.0,144.0,188.0,40.0,9.0,7.06,0.0,0.08,0.0,5.0,0.25,100.0,0.0,91.92,40.0,0.0,1.0,20.0,4.12,73.33,0.0,0.0,0.0,0.0,0.0,26250000.0,Central Defenders
24,La Liga,2021/2022,Defender,FC Barcelona,Uruguay,2270.0,30.0,0.0,0.0,9.0,0.16,0.0,0.16,0.14,1.11,0.24,63.83,57.53,1.63,0.59,0.4,0.2,0.91,0.32,0.36,0.28,0.0,0.0,0.16,0.79,2.34,0.04,0.0,0.04,0.15,0.12,0.48,0.99,0.12,2.38,7.18,4.76,0.24,0.12,126.0,461.0,100.0,5.0,7.13,0.23,0.2,0.0,3.75,0.17,77.78,0.0,90.12,66.67,0.0,0.0,26.67,4.0,66.3,42.86,0.0,0.0,0.0,0.0,52500000.0,Central Defenders
24,La Liga,2022/2023,Defender,FC Barcelona,Uruguay,1804.0,22.0,0.0,0.0,16.0,0.1,0.1,0.0,0.0,0.25,0.4,62.46,55.63,1.3,0.75,0.05,0.7,0.55,0.35,0.6,0.45,0.0,0.0,0.15,0.4,1.9,0.0,0.0,0.05,0.18,0.03,0.85,0.8,0.03,2.2,7.48,4.79,0.3,0.05,329.0,143.0,2.0,27.0,7.06,0.23,0.27,0.0,0.0,0.64,75.0,0.0,89.06,6.67,0.0,0.0,0.0,4.36,64.0,20.0,0.0,0.0,0.0,7000000.0,70000000.0,Defensive Midfielders / Wing Backs
25,Serie A,2021/2022,Midfielder,Sampdoria,England,487.0,14.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.11,0.55,51.25,44.19,1.81,0.0,0.0,0.0,1.09,0.0,0.72,0.36,0.0,0.0,0.91,0.36,0.91,0.0,0.0,0.0,0.08,0.0,0.72,1.99,0.0,0.54,9.42,3.44,1.09,0.0,310.0,307.0,-1.0,16.0,6.11,0.07,0.43,0.0,0.0,0.0,50.0,0.0,86.22,0.0,0.0,0.0,0.0,1.36,36.54,0.0,0.0,0.0,0.0,0.0,3250000.0,Central Midfielders
