full_name,age,league,season,position,Current Club,nationality,file_name,player_year_key,minutes_played_overall,appearances_overall,penalty_goals,penalty_misses,clean_sheets_overall,goals_involved_per_90_overall,assists_per_90_overall,goals_per_90_overall,goals_per_90_away,conceded_per_90_overall,cards_per_90_overall,passes_per_90_overall,passes_completed_per_90_overall,tackles_per_90_overall,shots_per_90_overall,shots_on_target_per_90_overall,shots_off_target_per_90_overall,interceptions_per_90_overall,key_passes_per_90_overall,dribbles_per_90_overall,dribbles_successful_per_90_overall,saves_per_90_overall,shots_faced_per_90_overall,dribbled_past_per_90_overall,blocks_per_90_overall,clearances_per_90_overall,hit_woodwork_per_90_overall,punches_per_90_overall,offsides_per_90_overall,xa_per_90_overall,npxg_per_90_overall,fouls_drawn_per_90_overall,fouls_committed_per_90_overall,xg_per_90_overall,aerial_duels_won_per_90_overall,duels_per_90_overall,duels_won_per_90_overall,dispossesed_per_90_overall,accurate_crosses_per_90_overall,rank_in_league_top_attackers,rank_in_league_top_midfielders,rank_in_league_top_defenders,rank_in_club_top_scorer,average_rating_overall,crosses_per_game_overall,dispossesed_per_game_overall,saves_per_game_overall,shots_per_goal_scored_overall,shots_off_target_per_game_overall,dribbles_successful_percentage_overall,save_percentage_overall,pass_completion_rate_overall,shot_accuraccy_percentage_overall,inside_box_saves_total_overall,penalties_won_total_overall,shot_conversion_rate_overall,duels_won_per_game_overall,duels_won_percentage_overall,cross_completion_rate_overall,hattricks_total_overall,two_goals_in_a_game_total_overall,three_goals_in_a_game_total_overall,annual_salary_eur,market_value_in_eur
Vinicius Junior,23,La Liga,2020/2021,Forward,Real Madrid,Brazil,spain-la-liga-players-2020-to-2021-stats.csv,vinicius-junior-2020/2021,1972.0,35.0,0.0,0.0,16.0,0.27,0.14,0.14,0.09,0.78,0.14,33.81,29.1,1.46,1.37,0.59,0.78,0.32,1.51,3.61,1.96,0.0,0.0,1.28,0.0,0.18,0.05,0.0,0.27,0.2,0.13,2.47,1.19,0.13,0.18,12.56,6.08,1.87,0.32,129.0,106.0,-1.0,7.0,6.8,1.11,1.17,0.0,10.0,0.49,54.43,0.0,86.08,43.33,0.0,1.0,10.0,3.8,48.36,17.95,0.0,0.0,0.0,0.0,57500000.0
Vinicius Junior,23,La Liga,2021/2022,Forward,Real Madrid,Brazil,spain-la-liga-players-2021-to-2022-stats.csv,vinicius-junior-2021/2022,2699.0,35.0,0.0,0.0,15.0,0.9,0.33,0.57,0.69,0.73,0.2,40.93,35.17,1.53,2.07,1.43,0.63,0.17,2.27,6.9,3.13,0.0,0.0,1.17,0.0,0.0,0.0,0.0,0.87,0.33,0.45,2.47,1.13,0.45,0.1,15.43,7.23,2.0,0.37,13.0,14.0,-1.0,2.0,7.18,1.29,1.71,0.0,3.65,0.54,45.41,0.0,85.91,69.35,0.0,4.0,27.42,6.2,46.87,24.44,1.0,4.0,1.0,0.0,113333333.33333331
Vinicius Junior,23,La Liga,2022/2023,Forward,Real Madrid,Brazil,spain-la-liga-players-2022-to-2023-stats.csv,vinicius-junior-2022/2023,2833.0,33.0,0.0,0.0,11.0,0.6,0.29,0.32,0.19,0.98,0.38,33.67,27.19,0.98,1.78,1.14,0.64,0.19,2.06,8.45,3.62,0.0,0.0,0.67,0.03,0.0,0.06,0.0,0.73,0.3,0.27,3.84,1.46,0.27,0.06,17.63,8.51,2.06,0.25,47.0,18.0,-1.0,2.0,7.08,2.03,1.97,0.0,5.6,0.61,42.86,0.0,80.75,64.29,0.0,1.0,17.86,8.12,48.29,11.94,0.0,0.0,0.0,9568000.0,150000000.0
Virgil Misidjan,29,Eredivisie,2021/2022,Forward,Twente,Netherlands,netherlands-eredivisie-players-2021-to-2022-stats.csv,virgil-misidjan-2021/2022,1131.0,27.0,0.0,0.0,11.0,0.48,0.24,0.24,0.31,1.11,0.0,33.95,26.32,1.35,2.23,1.51,0.72,0.72,1.35,8.35,3.98,0.0,0.0,1.91,0.0,0.0,0.0,0.0,0.4,0.25,0.24,3.5,1.91,0.24,0.87,21.55,9.62,2.7,0.8,75.0,39.0,-1.0,6.0,6.66,2.0,1.26,0.0,9.33,0.33,47.62,0.0,77.52,67.86,0.0,0.0,10.71,4.48,44.65,18.52,0.0,0.0,0.0,0.0,966666.6666666666
Virgil Misidjan,30,Eredivisie,2022/2023,Forward,Twente,Netherlands,netherlands-eredivisie-players-2022-to-2023-stats.csv,virgil-misidjan-2022/2023,2559.0,35.0,0.0,0.0,17.0,0.42,0.11,0.32,0.15,0.7,0.18,34.08,28.94,1.35,1.75,1.02,0.73,0.4,1.64,4.81,2.0,0.0,0.0,0.98,0.07,0.11,0.0,0.0,0.47,0.22,0.27,2.19,1.6,0.27,0.58,14.33,6.12,2.37,1.06,56.0,145.0,-1.0,2.0,6.98,3.82,1.91,0.0,5.33,0.59,41.67,0.0,84.92,58.33,0.0,0.0,18.75,4.94,42.75,22.31,0.0,1.0,0.0,209471.0,2500000.0
Virgil van Dijk,32,Premier League,2021/2022,Defender,Liverpool,Netherlands,england-premier-league-players-2021-to-2022-stats.csv,virgil-van-dijk-2021/2022,3060.0,34.0,0.0,0.0,21.0,0.12,0.03,0.09,0.06,0.62,0.09,77.56,69.41,0.47,0.85,0.41,0.44,0.94,0.26,0.24,0.18,0.0,0.0,0.15,0.41,3.15,0.03,0.0,0.0,0.19,0.09,0.24,0.26,0.09,3.38,5.82,4.26,0.09,0.0,190.0,260.0,7.0,7.0,7.3,0.0,0.09,0.0,9.67,0.44,75.0,0.0,89.5,48.28,0.0,0.0,10.34,4.26,73.23,0.0,0.0,0.0,0.0,0.0,52500000.0
Virgil van Dijk,32,Premier League,2022/2023,Defender,Liverpool,Netherlands,england-premier-league-players-2022-to-2023-stats.csv,virgil-van-dijk-2022/2023,2836.0,32.0,0.0,0.0,11.0,0.13,0.03,0.1,0.07,1.11,0.1,81.05,73.28,0.83,0.73,0.32,0.41,0.86,0.22,0.03,0.03,0.0,0.0,0.32,0.51,4.35,0.0,0.0,0.1,0.21,0.09,0.1,0.35,0.09,3.01,5.68,3.97,0.0,0.0,178.0,247.0,44.0,7.0,7.09,0.03,0.0,0.0,7.67,0.41,100.0,0.0,90.41,43.48,0.0,0.0,13.04,3.91,69.83,0.0,0.0,0.0,0.0,14251630.0,37333333.333333336
Vitalii Mykolenko,24,Premier League,2021/2022,Defender,Everton,Ukraine,england-premier-league-players-2021-to-2022-stats.csv,vitaliy-mykolenko-2021/2022,1056.0,13.0,0.0,0.0,3.0,0.09,0.0,0.09,0.16,1.45,0.0,27.28,19.97,2.12,0.59,0.17,0.42,1.36,0.76,0.76,0.25,0.0,0.0,0.76,0.17,2.29,0.0,0.0,0.0,0.08,0.07,0.76,1.1,0.07,0.85,7.56,3.99,0.34,0.68,187.0,281.0,112.0,11.0,6.84,3.15,0.31,0.0,7.0,0.38,33.33,0.0,73.21,28.57,0.0,1.0,14.29,3.62,52.81,19.51,0.0,0.0,0.0,0.0,19333333.333333332
Vitalii Mykolenko,24,Premier League,2022/2023,Defender,Everton,Ukraine,england-premier-league-players-2022-to-2023-stats.csv,vitaliy-mykolenko-2022/2023,2654.0,34.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,1.53,0.14,33.49,25.48,1.97,0.25,0.11,0.14,1.61,0.63,0.84,0.35,0.0,0.0,0.81,0.56,2.91,0.0,0.0,0.0,0.07,0.01,0.74,0.95,0.01,0.81,7.51,3.83,0.32,0.49,423.0,428.0,126.0,22.0,6.57,1.7,0.27,0.0,0.0,0.12,41.67,0.0,76.1,42.86,0.0,0.0,0.0,3.3,50.93,25.0,0.0,0.0,0.0,1914504.0,26500000.0
Vitaly Janelt,25,Premier League,2021/2022,Midfielder,Brentford,Germany,england-premier-league-players-2021-to-2022-stats.csv,vitaly-janelt-2021/2022,2308.0,31.0,0.0,0.0,8.0,0.16,0.0,0.16,0.23,1.36,0.12,36.82,28.67,2.37,0.74,0.43,0.31,1.05,0.93,0.58,0.5,0.0,0.0,0.93,0.27,1.17,0.0,0.0,0.12,0.11,0.12,0.97,1.01,0.12,1.32,8.47,5.13,0.43,0.23,122.0,348.0,-1.0,3.0,6.97,1.29,0.35,0.0,4.75,0.26,86.67,0.0,77.85,57.89,0.0,0.0,21.05,4.26,60.55,15.0,0.0,1.0,0.0,0.0,14000000.0
Vitaly Janelt,25,Premier League,2022/2023,Midfielder,Brentford,Germany,england-premier-league-players-2022-to-2023-stats.csv,vitaly-janelt-2022/2023,2209.0,35.0,0.0,0.0,12.0,0.16,0.04,0.12,0.0,1.02,0.12,39.18,31.75,2.23,0.45,0.21,0.25,1.16,0.62,0.83,0.29,0.0,0.0,0.95,0.37,0.91,0.0,0.0,0.08,0.12,0.09,0.87,0.91,0.09,1.24,8.26,4.62,0.45,0.29,157.0,223.0,-1.0,8.0,6.91,0.65,0.32,0.0,3.67,0.18,35.0,0.0,81.03,45.45,0.0,0.0,27.27,3.29,56.0,31.82,0.0,0.0,0.0,1924000.0,21000000.0
Vitinha,23,Liga NOS,2021/2022,Midfielder,Porto,Portugal,portugal-liga-nos-players-2021-to-2022-stats.csv,vitinha-2021/2022,2265.0,30.0,0.0,0.0,15.0,0.2,0.12,0.08,0.17,0.68,0.12,73.64,66.51,1.99,1.75,1.03,0.72,1.39,1.75,2.59,1.95,0.0,0.0,0.76,0.16,0.44,0.08,0.0,0.08,0.28,0.12,0.6,1.51,0.12,0.44,9.23,4.98,0.88,1.03,168.0,107.0,-1.0,12.0,7.49,3.13,0.73,0.0,22.0,0.6,75.38,0.0,90.32,59.09,0.0,0.0,4.55,4.17,53.88,27.66,0.0,0.0,0.0,0.0,21750000.0
Vitinha,24,Ligue 1,2022/2023,Midfielder,PSG,Portugal,france-ligue-1-players-2022-to-2023-stats.csv,vitinha-2022/2023,2460.0,36.0,0.0,0.0,12.0,0.18,0.11,0.07,0.08,1.02,0.11,70.43,65.13,2.16,0.8,0.33,0.48,0.88,0.99,1.76,1.1,0.0,0.0,1.72,0.15,0.48,0.04,0.0,0.0,0.26,0.07,0.69,1.13,0.07,0.18,9.07,4.13,1.28,0.15,188.0,128.0,-1.0,9.0,6.87,0.36,0.97,0.0,11.0,0.36,62.5,0.0,92.47,40.91,0.0,0.0,9.09,3.14,45.56,30.77,0.0,0.0,0.0,117000.0,30500000.0
Vito Mannone,35,Ligue 1,2022/2023,Goalkeeper,Lorient,Italy,france-ligue-1-players-2022-to-2023-stats.csv,vito-mannone-2022/2023,1607.0,18.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,1.23,0.06,26.99,19.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.47,4.82,0.0,0.0,0.84,0.0,0.62,0.0,0.04,0.0,0.06,0.0,0.0,0.22,0.28,0.28,0.0,0.0,268.0,270.0,79.0,15.0,7.03,0.0,0.0,3.44,0.0,0.0,0.0,72.09,71.99,0.0,43.0,0.0,0.0,0.28,100.0,0.0,0.0,0.0,0.0,275000.0,275000.0
Vito van Crooij,26,Eredivisie,2021/2022,Forward,Sparta Rotterdam,Netherlands,netherlands-eredivisie-players-2021-to-2022-stats.csv,vito-van-crooij-2021/2022,2193.0,33.0,1.0,0.0,7.0,0.37,0.16,0.21,0.09,1.19,0.25,25.69,17.29,1.43,0.98,0.53,0.45,0.53,1.18,1.22,0.33,0.0,0.0,1.47,0.24,0.61,0.0,0.0,0.16,0.17,0.13,0.65,1.35,0.16,1.67,10.97,4.08,0.9,0.65,89.0,83.0,-1.0,2.0,6.74,1.91,0.67,0.0,4.8,0.33,26.67,0.0,67.3,54.17,0.0,0.0,20.83,3.03,37.17,25.4,0.0,0.0,0.0,0.0,750000.0
Vito van Crooij,28,Eredivisie,2022/2023,Forward,Sparta Rotterdam,Netherlands,netherlands-eredivisie-players-2022-to-2023-stats.csv,vito-van-crooij-2022/2023,3221.0,38.0,6.0,1.0,14.0,0.7,0.34,0.36,0.22,1.06,0.17,28.95,21.59,0.8,1.61,1.01,0.6,0.37,2.5,1.38,0.49,0.0,0.0,0.78,0.14,0.86,0.03,0.0,0.37,0.34,0.16,0.6,0.83,0.3,1.15,7.44,3.05,0.66,1.93,40.0,17.0,-1.0,2.0,7.42,7.16,0.62,0.0,4.31,0.57,35.42,0.0,74.58,62.5,0.0,0.0,23.21,2.86,40.93,25.28,0.0,1.0,0.0,120000.0,1850000.0
Vitor Carvalho,26,Liga NOS,2020/2021,Midfielder,Gil Vicente,Brazil,portugal-liga-nos-players-2020-to-2021-stats.csv,vitor-carvalho-2020/2021,1104.0,22.0,0.0,0.0,8.0,0.08,0.08,0.0,0.0,0.98,0.24,45.28,35.93,1.22,0.98,0.08,0.89,1.3,0.57,0.24,0.16,0.0,0.0,1.22,0.08,1.38,0.0,0.0,0.08,0.14,0.03,0.49,3.01,0.03,2.68,12.36,4.55,0.33,0.08,212.0,134.0,-1.0,21.0,5.41,0.14,0.18,0.0,0.0,0.5,66.67,0.0,79.35,8.33,0.0,0.0,0.0,2.55,36.84,33.33,0.0,0.0,0.0,0.0,500000.0
Vitor Carvalho,26,Liga NOS,2021/2022,Midfielder,Gil Vicente,Brazil,portugal-liga-nos-players-2021-to-2022-stats.csv,vitor-carvalho-2021/2022,2246.0,29.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.96,0.44,49.39,39.72,2.09,0.36,0.12,0.24,1.44,0.6,0.68,0.4,0.0,0.0,1.24,0.28,1.93,0.04,0.0,0.0,0.1,0.01,1.2,2.45,0.01,2.85,12.68,6.54,0.56,0.0,397.0,366.0,-1.0,26.0,6.67,0.03,0.48,0.0,0.0,0.21,58.82,0.0,80.42,33.33,0.0,0.0,0.0,5.62,51.58,0.0,0.0,0.0,0.0,0.0,1500000.0
Vitor Carvalho,26,Liga NOS,2022/2023,Midfielder,Gil Vicente,Brazil,portugal-liga-nos-players-2022-to-2023-stats.csv,vitor-carvalho-2022/2023,2712.0,31.0,0.0,0.0,7.0,0.1,0.0,0.1,0.07,1.23,0.4,58.69,50.36,2.86,0.86,0.3,0.56,1.2,0.73,0.76,0.4,0.0,0.0,0.76,0.3,1.49,0.0,0.0,0.03,0.15,0.09,1.2,2.12,0.09,2.22,12.32,6.67,0.86,0.1,163.0,370.0,-1.0,3.0,7.09,0.29,0.84,0.0,8.67,0.55,52.17,0.0,85.8,34.62,0.0,0.0,11.54,6.48,54.18,33.33,0.0,0.0,0.0,90676.0,5000000.0
Vitor Tormena,27,Liga NOS,2020/2021,Defender,Sporting Braga,Brazil,portugal-liga-nos-players-2020-to-2021-stats.csv,vitor-tormena-2020/2021,1910.0,25.0,0.0,0.0,8.0,0.05,0.05,0.0,0.0,0.9,0.09,71.41,60.82,0.71,0.24,0.09,0.14,1.46,0.24,0.52,0.42,0.0,0.0,0.14,0.47,2.4,0.0,0.0,0.0,0.19,0.01,0.14,1.41,0.01,2.45,6.78,3.72,0.05,0.14,293.0,175.0,36.0,28.0,6.86,0.52,0.04,0.0,0.0,0.12,81.82,0.0,85.17,40.0,0.0,0.0,0.0,3.16,54.86,23.08,0.0,0.0,0.0,0.0,2666666.6666666665
Vitor Tormena,27,Liga NOS,2021/2022,Defender,Sporting Braga,Brazil,portugal-liga-nos-players-2021-to-2022-stats.csv,vitor-tormena-2021/2022,1857.0,25.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.87,0.24,62.83,52.46,0.58,0.24,0.0,0.24,1.36,0.44,0.44,0.34,0.0,0.0,0.48,0.48,3.15,0.0,0.0,0.05,0.12,0.01,0.19,1.55,0.01,2.71,7.12,3.83,0.1,0.05,366.0,217.0,38.0,26.0,6.79,0.2,0.08,0.0,0.0,0.2,77.78,0.0,83.5,0.0,0.0,0.0,0.0,3.16,53.74,20.0,0.0,0.0,0.0,0.0,3500000.0
Vitor Tormena,28,Liga NOS,2022/2023,Defender,Sporting Braga,Brazil,portugal-liga-nos-players-2022-to-2023-stats.csv,vitor-tormena-2022/2023,2345.0,27.0,0.0,0.0,14.0,0.04,0.0,0.04,0.0,0.84,0.31,60.1,50.85,0.92,0.58,0.27,0.31,1.23,0.27,0.04,0.0,0.0,0.0,0.38,0.77,3.8,0.0,0.0,0.08,0.12,0.05,0.19,0.88,0.05,2.49,5.8,3.61,0.0,0.08,225.0,398.0,41.0,13.0,7.09,0.11,0.0,0.0,15.0,0.3,0.0,0.0,84.61,46.67,0.0,0.0,6.67,3.48,62.25,66.67,0.0,0.0,0.0,343200.0,5500000.0
Vlad Chiricheș,33,Serie A,2020/2021,Defender,Sassuolo,Romania,italy-serie-a-players-2020-to-2021-stats.csv,vlad-chiriches-2020/2021,1843.0,24.0,0.0,0.0,5.0,0.15,0.05,0.1,0.09,1.56,0.29,78.09,73.21,1.85,0.39,0.15,0.24,2.44,0.39,0.73,0.54,0.0,0.0,0.68,0.29,2.73,0.0,0.0,0.05,0.21,0.07,0.68,1.51,0.07,2.54,10.44,5.61,0.24,0.05,180.0,238.0,125.0,9.0,7.04,0.17,0.21,0.0,4.0,0.21,73.33,0.0,93.75,37.5,0.0,0.0,25.0,4.79,53.74,25.0,0.0,0.0,0.0,0.0,3000000.0
Vlad Chiricheș,33,Serie A,2021/2022,Defender,Sassuolo,Romania,italy-serie-a-players-2021-to-2022-stats.csv,vlad-chiriches-2021/2022,2303.0,29.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.41,0.16,52.19,47.77,1.09,0.27,0.08,0.2,1.6,0.08,0.23,0.16,0.0,0.0,0.43,0.82,2.77,0.04,0.0,0.04,0.11,0.01,0.51,1.09,0.01,1.33,6.99,3.09,0.35,0.0,370.0,375.0,103.0,23.0,6.57,0.0,0.31,0.0,0.0,0.17,66.67,0.0,91.54,28.57,0.0,0.0,0.0,2.72,44.13,0.0,0.0,0.0,0.0,0.0,1550000.0
Vlad Chiricheș,34,Serie A,2022/2023,Defender,Cremonese,Romania,italy-serie-a-players-2022-to-2023-stats.csv,vlad-chiriches-2022/2023,987.0,16.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.82,0.18,37.11,30.91,3.28,0.0,0.0,0.0,1.91,0.09,0.27,0.27,0.0,0.0,0.64,2.1,4.01,0.0,0.0,0.0,0.06,0.0,0.73,1.37,0.0,1.55,10.3,5.84,0.36,0.0,367.0,356.0,185.0,31.0,6.92,0.0,0.25,0.0,0.0,0.0,100.0,0.0,83.29,0.0,0.0,0.0,0.0,4.0,56.64,0.0,0.0,0.0,0.0,1315600.0,900000.0
Vladimir Golemić,32,Serie A,2020/2021,Defender,Crotone,Slovenia,italy-serie-a-players-2020-to-2021-stats.csv,vladimir-golemic-2020/2021,2338.0,30.0,1.0,0.0,1.0,0.08,0.0,0.08,0.07,2.66,0.23,49.79,42.55,1.27,0.23,0.12,0.12,1.54,0.23,0.19,0.15,0.0,0.0,0.08,0.39,3.66,0.0,0.0,0.0,0.09,0.03,0.31,1.16,0.06,1.73,6.62,3.47,0.19,0.0,201.0,368.0,194.0,5.0,6.47,0.07,0.17,0.0,3.0,0.1,80.0,0.0,85.46,50.0,0.0,0.0,33.33,3.0,52.33,0.0,0.0,0.0,0.0,0.0,900000.0
Vladimír Coufal,31,Premier League,2021/2022,Defender,West Ham United,Czech Republic,england-premier-league-players-2021-to-2022-stats.csv,vladimir-coufal-2021/2022,2210.0,28.0,0.0,0.0,5.0,0.16,0.16,0.0,0.0,1.26,0.2,42.52,30.37,1.83,0.33,0.2,0.12,0.89,0.85,0.93,0.61,0.0,0.0,0.73,0.37,2.32,0.0,0.0,0.08,0.19,0.02,0.61,1.18,0.02,1.34,8.62,4.39,0.61,0.77,393.0,85.0,92.0,21.0,6.55,3.82,0.54,0.0,0.0,0.11,65.22,0.0,71.41,62.5,0.0,0.0,0.0,3.86,50.94,17.76,0.0,0.0,0.0,0.0,10500000.0
Vladimír Coufal,31,Premier League,2022/2023,Defender,West Ham United,Czech Republic,england-premier-league-players-2022-to-2023-stats.csv,vladimir-coufal-2022/2023,2140.0,27.0,0.0,0.0,6.0,0.04,0.04,0.0,0.0,1.43,0.21,33.27,22.16,2.27,0.17,0.04,0.13,1.47,1.14,0.34,0.13,0.0,0.0,0.55,0.25,2.52,0.0,0.0,0.04,0.12,0.01,0.8,1.18,0.01,1.68,8.5,4.88,0.84,0.84,404.0,231.0,108.0,14.0,6.66,4.19,0.74,0.0,0.0,0.11,37.5,0.0,66.62,25.0,0.0,0.0,0.0,4.3,57.43,17.7,0.0,0.0,0.0,1834600.0,9000000.0
Vladimír Darida,33,Bundesliga,2021/2022,Midfielder,Hertha BSC,Czech Republic,germany-bundesliga-players-2021-to-2022-stats.csv,vladimir-darida-2021/2022,1799.0,25.0,0.0,0.0,4.0,0.35,0.25,0.1,0.1,2.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,178.0,51.0,-1.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1850000.0
Vurnon Anita,33,Eredivisie,2021/2022,Midfielder,RKC Waalwijk,Curaçao,netherlands-eredivisie-players-2021-to-2022-stats.csv,vurnon-anita-2021/2022,2742.0,32.0,0.0,0.0,5.0,0.07,0.03,0.03,0.06,1.44,0.1,36.6,29.11,1.31,0.16,0.03,0.13,1.41,0.43,0.98,0.59,0.0,0.0,1.02,0.23,0.79,0.0,0.0,0.0,0.09,0.02,0.46,0.75,0.02,0.3,5.97,2.66,0.66,0.03,223.0,226.0,-1.0,10.0,6.6,0.16,0.62,0.0,5.0,0.12,60.0,0.0,79.55,20.0,0.0,0.0,20.0,2.53,44.51,20.0,0.0,0.0,0.0,0.0,383333.3333333333
Vurnon Anita,34,Eredivisie,2022/2023,Midfielder,RKC Waalwijk,Curaçao,netherlands-eredivisie-players-2022-to-2023-stats.csv,vurnon-anita-2022/2023,2770.0,34.0,0.0,0.0,6.0,0.13,0.06,0.06,0.0,1.85,0.1,42.76,35.71,1.17,0.19,0.1,0.1,0.94,0.65,0.58,0.36,0.0,0.0,0.52,0.16,0.52,0.0,0.0,0.0,0.15,0.04,0.39,0.58,0.04,0.26,4.68,2.18,0.58,0.06,202.0,187.0,-1.0,11.0,6.73,0.29,0.53,0.0,3.0,0.09,61.11,0.0,83.51,50.0,0.0,0.0,33.33,1.97,46.53,20.0,0.0,0.0,0.0,29934.0,300000.0
Václav Černý,25,Eredivisie,2021/2022,Forward,Twente,Czech Republic,netherlands-eredivisie-players-2021-to-2022-stats.csv,vaclav-cerny-2021/2022,531.0,18.0,0.0,0.0,8.0,0.34,0.17,0.17,0.0,1.19,0.17,43.22,33.73,2.03,1.86,0.34,1.53,0.51,1.69,4.58,1.53,0.0,0.0,2.54,0.0,0.34,0.17,0.0,0.17,0.24,0.16,0.0,1.36,0.16,0.17,14.24,3.73,1.86,1.02,114.0,79.0,-1.0,14.0,6.59,1.0,0.61,0.0,11.0,0.5,33.33,0.0,78.04,18.18,0.0,0.0,9.09,1.22,26.19,33.33,0.0,0.0,0.0,0.0,1625000.0
Václav Černý,26,Eredivisie,2022/2023,Forward,Twente,Czech Republic,netherlands-eredivisie-players-2022-to-2023-stats.csv,vaclav-cerny-2022/2023,2742.0,36.0,0.0,0.0,17.0,0.89,0.43,0.46,0.26,0.75,0.1,44.32,33.16,1.36,2.38,1.09,1.29,0.54,2.95,3.83,2.17,0.0,0.0,1.39,0.0,0.1,0.14,0.0,0.34,0.44,0.38,0.37,0.54,0.38,0.14,9.23,4.04,1.12,1.46,24.0,8.0,-1.0,1.0,7.58,4.86,0.94,0.0,5.0,1.09,56.64,0.0,74.81,45.71,0.0,0.0,20.0,3.4,43.75,25.29,0.0,2.0,0.0,89773.0,6666666.666666667
Víctor Chust,23,La Liga,2021/2022,Defender,Cádiz,Spain,spain-la-liga-players-2021-to-2022-stats.csv,victor-chust-2021/2022,1828.0,25.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,1.13,0.1,39.09,32.99,0.94,0.3,0.1,0.2,0.79,0.0,0.25,0.2,0.0,0.0,0.3,0.39,4.14,0.0,0.0,0.0,0.08,0.01,0.39,0.69,0.01,1.53,5.86,3.0,0.05,0.0,337.0,384.0,105.0,24.0,6.78,0.08,0.04,0.0,0.0,0.16,80.0,0.0,84.38,33.33,0.0,0.0,0.0,2.44,51.26,0.0,0.0,0.0,0.0,0.0,2750000.0
Víctor Chust,23,La Liga,2022/2023,Defender,Cádiz,Spain,spain-la-liga-players-2022-to-2023-stats.csv,victor-chust-2022/2023,963.0,14.0,0.0,0.0,4.0,0.09,0.0,0.09,0.0,1.59,0.28,40.75,34.02,0.84,0.19,0.19,0.0,1.03,0.09,0.28,0.09,0.0,0.0,0.28,0.28,4.95,0.0,0.0,0.09,0.07,0.06,0.37,1.03,0.06,1.59,6.07,2.9,0.09,0.0,175.0,345.0,162.0,12.0,6.73,0.0,0.07,0.0,2.0,0.0,33.33,0.0,83.49,100.0,0.0,0.0,50.0,2.21,47.69,0.0,0.0,0.0,0.0,190000.0,2000000.0
Víctor Gómez,23,Liga NOS,2022/2023,Defender,Sporting Braga,Spain,portugal-liga-nos-players-2022-to-2023-stats.csv,victor-gomez-2022/2023,2064.0,26.0,0.0,0.0,10.0,0.17,0.17,0.0,0.0,0.87,0.04,43.67,35.65,1.39,0.13,0.04,0.09,0.83,1.18,0.7,0.31,0.0,0.0,0.74,0.22,1.39,0.04,0.0,0.09,0.22,0.01,0.74,1.0,0.01,0.61,6.15,3.05,0.17,1.18,333.0,79.0,46.0,29.0,7.03,4.65,0.15,0.0,0.0,0.08,43.75,0.0,81.64,33.33,0.0,0.0,0.0,2.69,49.65,22.31,0.0,0.0,0.0,452047.0,6000000.0
Víctor Ruiz,34,La Liga,2020/2021,Defender,Real Betis,Spain,spain-la-liga-players-2020-to-2021-stats.csv,victor-ruiz-2020/2021,2157.0,27.0,0.0,0.0,8.0,0.08,0.0,0.08,0.07,1.21,0.38,54.07,46.63,0.46,0.17,0.17,0.0,1.92,0.08,0.29,0.25,0.0,0.0,0.38,0.25,3.3,0.0,0.0,0.13,0.11,0.06,0.21,0.96,0.06,2.72,6.77,3.64,0.08,0.0,180.0,416.0,97.0,11.0,6.78,0.0,0.07,0.0,2.0,0.0,85.71,0.0,86.24,100.0,0.0,0.0,50.0,3.22,53.7,0.0,0.0,0.0,0.0,0.0,2233333.3333333335
Víctor Ruiz,34,La Liga,2021/2022,Defender,Real Betis,Spain,spain-la-liga-players-2021-to-2022-stats.csv,victor-ruiz-2021/2022,1425.0,18.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.07,0.13,56.15,48.82,0.69,0.32,0.06,0.25,1.83,0.38,0.13,0.06,0.0,0.0,0.19,0.82,4.42,0.0,0.0,0.13,0.1,0.01,0.13,0.76,0.01,2.91,6.69,3.79,0.06,0.0,391.0,393.0,91.0,23.0,6.54,0.0,0.06,0.0,0.0,0.22,50.0,0.0,86.95,20.0,0.0,0.0,0.0,3.33,56.6,0.0,0.0,0.0,0.0,0.0,1500000.0
